CorFolhaApical;CorPeciolo;CorFolhaDesenv;CorNerv;CorCortexCaule;CorExternaCaule;CorEpidCaule;CorRamosTerm;CorExternaRzs;CorCortexRzs;CorPolpaRzs;NLobulos;Pubescencia;FormaLobuloCentral;PosicaoPeciolo;Sinuosidade;ComprEstip;HabCrescCaule;TipoPlan;MargEstip;HabRamif;NiveisRam;ProemCicatrizesFolhas;FormaRzs;TxtEpidermeRzs;PresPedunculoRzs;PosicaoRzs;Flowering;DestqPelicRz;DestqCortexRz;ConstrRzs;ComprFilotaxia;AnguloRamif;ComprLobulo;LargLobulo;RelComprLar;ComprPeciolo;EspEntreCasca;ComprMedRzs;DiamMedRzs;HCNPic;NR;PA;DRY;DMCsg;PTR;PPA;IC;AP
BGM-1073;7;2;5;3;3;6;3;5;4;3;1;5;1;5;3;3;5;1;3;2;1;0;2;2;7;5;3;0;4;7;3;5;0;15.68;4.36;3.598125324;26.22;1.323333333;22.33333333;64.47;8.05178111318954;4.04309908765219;2.80827803459288;6.64407375604802;37.925940896681;18.2616772384979;27.341101076958;40.6670020961875;2.3017562303136
BGM-1078;3;2;5;3;3;9;3;3;4;1;1;5;1;5;3;3;5;1;1;1;2;1;2;2;7;5;3;0;4;3;3;5;90;15.6;3.94;3.965944842;18.14;2.933333333;24.2875;64.1175;6.16405530317744;3.79473427809756;3.50187216949818;6.44123730352816;35.9564890137963;18.1132889839505;21.7491512812554;44.2299904349014;1.95333110108883
BGM-1085;7;7;3;7;3;9;2;5;3;1;1;3;1;5;3;3;3;1;2;1;2;3;2;2;3;5;3;1;3;3;2;5;120;11.5;3.38;3.400440942;16.5;1.63;27.33333333;92.55;7.03381770491285;3.39945495158084;3.72629044806261;6.61259072602389;35.1687001237413;23.2236101924766;23.0925298634421;49.432432843558;2.13255267057807
BGM-1119;7;5;5;3;3;9;3;3;4;1;1;5;0;9;3;3;5;1;1;1;2;1;2;2;7;5;2;1;4;3;3;5;70;13.72;1.94;7.089649123;16.34;2.243333333;18.435;63.11083333;7.98792443929625;4.51806663825208;3.56543794299089;5.24171610558967;33.5211536729877;15.8102368811761;11.8873141942414;57.243704764407;1.58241753678046
BGM-1120;5;3;5;5;3;9;3;3;4;1;1;5;1;5;3;7;5;1;1;1;2;2;2;3;7;5;3;1;3;3;1;3;90;10.26;3.52;2.917928063;15.2;2.416666667;20.11111111;66.15777778;7.94075213557676;3.96144181776947;3.77331446629814;4.68026347635927;35.5463010094995;13.6677924465978;15.2961434957283;46.6900129061724;1.71864680342721
BGM-1128;5;3;5;3;2;3;4;3;4;4;1;3;1;5;7;3;5;1;2;1;2;2;1;1;7;5;2;1;4;3;1;5;100;13.92;4.9;2.880842888;18.22;2.59;26.05555556;67.40666667;3.94127484563061;3.70335234398892;4.13257114300066;5.7409872469984;33.1691033451728;19.3922141065578;19.8058293458971;47.2117927181263;1.78987801169542
BGM-1130;3;5;5;3;3;6;1;3;4;3;1;5;1;2;3;7;5;1;1;1;2;1;2;3;7;5;1;0;4;3;3;5;90;13.24;4.28;3.098854701;27.78;1.136666667;8.5;40.02;3.55476809797119;3.90694359732941;3.17195862792848;5.73768076848485;30.4635060219196;13.5897734876229;14.444843676484;35.4136335765321;1.83277234289355
BGM-1159;9;1;5;5;2;5;3;3;4;4;2;3;0;5;7;3;5;1;2;1;2;2;2;2;7;3;3;1;4;3;2;7;100;11.7;3.32;3.552412158;15.54;4.133333333;23.975;65.83666667;7.09200871123463;2.82119317265753;3.92442719677776;5.16895983681967;37.0796630506967;14.4768858171358;29.3809382138527;29.1243735126064;2.00446390518602
BGM-1175;7;5;5;3;3;9;2;5;4;2;1;5;0;5;3;3;5;1;1;1;3;0;2;2;7;5;3;1;3;3;2;7;60;15.86;4.78;3.320168011;19.44;2.406666667;26;55.14777778;7.98785115953898;3.81602385284042;3.85476974991236;5.64279005675879;37.3278355577562;14.3359523525555;17.3684515714469;41.50746529384;1.95738496080015
BGM-1179;3;1;5;3;2;3;4;3;4;1;2;5;0;5;3;3;5;2;2;1;2;2;2;2;7;3;3;0;3;7;1;7;80;10.8;2.06;5.433355561;12.5;2.35665841452208;26.374466558463;58.7035885462208;6.18753892481935;4.03559442651072;3.54196005663819;5.42676318265378;35.4005338329168;16.981472625541;17.6947120730487;48.251274665856;1.80826654018968
BGM-1185;5;5;5;3;2;3;4;7;4;1;1;5;1;5;3;3;5;1;1;1;3;3;2;3;7;5;3;1;3;7;2;7;70;19.76;5;3.959126941;26.52;1.936666667;26;54.98222222;8.02729579745976;3.64935935225652;3.00261738984143;4.57768541401615;35.196720451868;14.0176792060257;16.5534442324668;43.5372516718363;2.05848719762351
BGM-1191;7;9;7;9;3;9;3;5;4;4;2;5;0;5;1;3;5;1;3;1;1;1;1;2;7;3;3;1;4;7;1;7;80;9.3;2.8;3.354560745;9.92;1.04;26;59.35666667;7.83904771723508;4.0561805059026;3.25676148994969;4.26062994458771;32.2308281217412;13.9063520869355;12.9033451791023;52.1245893855629;2.04516523977188
BGM-1209;3;1;5;3;2;3;4;3;3;1;2;5;0;4;3;7;5;1;2;1;3;2;2;3;7;5;3;1;3;3;1;5;120;15.06;3.54;4.35590369;18.96;2.35665841452208;26.374466558463;58.7035885462208;6.18753892481935;4.03559442651072;3.54196005663819;4.54407128677834;33.9152297300492;12.5424592901807;16.1548511447161;39.0412208609816;1.83829854796577
BGM-1214;5;5;5;5;3;9;2;5;4;2;3;5;0;5;1;3;5;1;2;1;2;3;2;2;7;5;3;1;3;3;1;7;90;14.32;3.32;4.326611623;23.5;3.413333333;30.5625;55.21416667;7.79466681216129;3.43326924624558;3.94174622155628;5.29699434946083;37.6013536226169;15.1827117300708;14.8771550797945;45.3328675522055;1.9807723628636
BGM-1223;7;3;5;3;1;5;4;3;1;3;1;5;1;3;3;7;5;1;2;1;3;1;2;3;3;5;3;1;3;3;1;5;90;20.54;5.34;3.864588401;29.82;2.953333333;24.66666667;62.02777778;8.01429672277034;3.45940978508915;3.38676388008538;5.40339534327351;33.9313582163012;13.6276353089467;15.1533760448319;50.9998745774086;1.65456726679448
BGM-1251;5;7;5;5;3;8;2;5;4;1;1;5;1;5;3;3;5;1;1;1;2;2;1;2;7;5;2;0;3;3;2;3;90;11.34;3.14;3.689633542;11.68;2.473333333;23.85166667;65.10166667;5.37849662107958;4.17387318015365;3.01130419429557;5.8009902456165;35.290540575112;18.0338572239664;21.1398251596026;46.5317730896786;1.97540907384144
BGM-1280;5;3;5;3;3;9;2;3;4;2;2;5;0;5;3;7;5;1;1;1;3;2;2;3;7;5;3;1;3;3;2;5;80;11.74;2.78;4.236156832;16.86;2.896666667;23.16666667;62.33;8.01173866468707;3.08674035438656;3.78413222494411;5.06255226620485;36.3430665217129;13.8858494183538;19.4263272122916;34.5808969906873;1.99606069295491
BGM-1305;5;3;5;3;3;7;1;3;3;3;1;5;1;5;3;7;5;2;2;1;2;3;1;2;7;3;3;1;4;3;3;5;130;12.06;4.28;2.812881767;17.16;3.006666667;33.70833333;66.1075;7.98219305145881;2.91839213720375;4.22014954891401;5.7394909404407;34.9404441690591;16.5023342837121;25.2524037073823;37.1444572803092;1.99909609197053
BGM-1311;5;3;5;3;3;9;3;5;4;1;1;5;1;5;3;7;5;1;2;1;2;2;2;2;7;3;3;0;3;7;1;7;90;13.82;4.98;2.773758865;19.58;2.35665841452208;26.374466558463;58.7035885462208;6.18753892481935;4.03559442651072;3.60874791037327;4.9992555200126;38.1958421187461;13.085542576693;21.9224054468055;42.8120413517544;2.03000267538945
BGM-1313;5;5;5;3;3;7;1;3;3;1;1;5;1;5;3;3;5;1;2;1;3;2;1;2;7;3;3;0;3;3;1;5;90;14.16;4.72;3.004503714;20.92;2.45;26.75083333;51.16666667;2.96118452409601;4.36245939416207;3.87845247265907;5.82774788135702;35.8371477402453;17.9838642123893;16.9429001631165;51.1333384911871;1.8976298821848
BGM-1324;7;7;5;5;2;4;2;5;4;3;1;5;1;5;3;7;5;1;1;1;3;1;2;2;7;5;3;0;4;7;1;3;80;17.76;5.72;3.097656409;24.96;2.813333333;24.54166667;59.69666667;8.11554627617207;3.38110540110683;2.75378245413912;5.04668128287959;34.9099328262427;16.3962685966977;13.8813884281424;51.745299409624;1.74189217340329
BGM-1329;5;5;5;3;2;4;1;3;1;1;1;3;1;2;3;3;5;1;1;1;1;0;1;3;7;3;3;0;3;3;2;3;0;13.38;6.02;2.225339346;23.38;1.293333333;27.66666667;47.17;7.3431372316789;4.01225806048389;3.0251738665762;5.54401647964402;36.0694098215083;14.2475103057474;13.6451591315001;52.8203716895622;1.59542688236011
BGM-1346;7;2;5;3;3;8;3;3;4;1;1;5;1;5;3;7;5;1;1;1;2;0;2;3;7;0;3;0;3;3;2;3;90;14.82;4.98;2.976562225;20.82;1.793333333;24.66666667;62.40666667;7.83904771723508;3.20725429735381;3.60459069197626;4.72045884913135;37.0933969709578;13.3214669829227;19.2299824177103;37.4055856971143;1.94506175497005
BGM-1369;3;5;5;3;3;6;3;3;4;1;1;5;1;2;3;7;5;1;1;1;1;0;2;2;7;5;2;0;3;3;2;5;0;15.28;5.16;2.972176093;31.18;1.946666667;26.27777778;55.36444445;7.45666573037522;3.81052128187752;3.01424643462922;5.88838691852452;37.1869540435358;17.4590830947035;23.2019902007312;38.1344187071069;1.99438561633057
BGM-1402;5;1;5;3;3;9;3;3;4;1;1;5;1;5;3;7;5;1;2;1;3;2;1;4;7;3;3;1;3;3;3;5;100;10.54;3.36;3.152971077;13.9;2.516666667;34.33333333;76.10333333;7.42225929007067;4.16698020857797;3.5764534107818;5.36198342469194;34.9999312239598;17.7043552356418;26.2527155019483;40.8595075877131;2.08059430893761
BGM-1407;7;7;5;5;3;6;3;5;3;2;1;5;0;5;3;3;5;1;1;2;2;3;2;2;7;3;3;0;4;3;1;5;90;19.18;5.3;3.638814229;33.14;1.3;27.66666667;40.87;6.18753892481935;4.43619674626166;3.51866071977;4.43561546780634;35.8700098937963;13.7521006329914;21.905805337993;37.1724589666926;2.10787245946129
BGM-1417;7;7;5;5;3;9;3;3;4;1;1;3;1;5;3;7;5;1;2;1;2;0;1;3;7;5;3;0;3;3;3;7;90;18.32;5.12;3.582318083;30.12;2.53;28.11111111;56.80666667;6.18753892481935;3.70743667086288;3.2989683523962;4.12950788008699;33.3957762439173;12.2210703842834;18.9932514950038;40.1422971041268;1.9841703430111
BGM-1422;3;3;5;3;3;9;3;5;4;4;1;5;1;5;3;7;5;1;2;1;3;3;2;2;7;5;2;0;4;3;1;5;100;12.2;3.86;3.16112871;16.12;2.303333333;30.66833333;53.22583333;5.19839948855438;4.17884981337493;4.31519468139693;4.98473671491978;36.9176562360231;14.6862717309908;15.3160057047956;45.3862075463663;1.66845781786792
BGM-1426;9;3;5;5;1;4;2;5;3;1;1;5;1;2;3;7;5;1;2;1;3;1;2;3;7;0;3;1;4;3;2;3;100;14.26;5.24;2.724200901;20.54;1.536666667;28.33333333;54.53;6.81610290499192;3.60998047543929;3.98168399171092;5.43198301585742;36.5807922494022;14.8531031527986;15.7994986870749;45.2455390126758;1.72363794715452
BGM-1497;7;3;5;3;3;9;3;3;4;2;2;5;1;5;3;3;5;1;1;1;2;1;2;4;7;5;2;1;3;5;2;5;90;14.68;5;2.95364413;30.38;3.073333333;32.41666667;64.75;3.37795770447162;3.53521842464962;3.3952894230966;6.35502215579078;34.7706886148092;19.9007772454327;16.3008800938757;55.2114573747693;1.84568026726912
BGM-1499;5;7;5;3;3;6;2;5;3;1;1;5;1;5;3;3;5;1;2;1;2;3;2;2;3;5;3;1;3;3;2;5;100;15.9;4.12;3.87060065;33.08;2.076666667;30.33333333;59.78583333;3.45927319412823;3.63970065170321;4.11167773300192;7.14967070921996;36.585651441464;22.7235084853044;22.9997519528112;48.3361442891402;2.09241868695463
BGM-1515;5;5;5;3;3;6;2;5;3;1;1;5;1;5;3;3;5;1;1;1;2;2;2;2;7;0;3;0;4;7;2;5;80;13.76;3.72;3.712472115;21.32;2.563333333;24.66666667;60.35333333;3.77532214885046;4.03559442651072;2.06737189566085;6.31726513759197;33.9044921293089;22.8561819219157;25.9433998336211;42.6111597400702;2.33398687336537
BGM-1527;7;7;5;5;3;9;1;5;4;4;1;5;1;5;3;7;5;1;1;1;2;1;2;1;7;0;3;0;3;7;1;5;80;18.48;5.44;3.397662601;27.1;2.65;21.70833333;63.09583333;5.22660655238068;3.59977743382938;2.49374732215431;5.10596769547099;35.5209012337538;15.5341893130762;22.8367226619192;39.3671235755036;2.3069647674156
BGM-1547;7;5;5;5;3;7;1;5;1;1;1;5;1;6;3;3;5;1;1;1;2;2;2;2;3;3;3;0;4;7;1;5;90;18.7;3.7;5.075075023;24.46;2.35665841452208;26.374466558463;58.7035885462208;6.18753892481935;4.03559442651072;3.45724957560252;4.6247591809707;34.1685231565816;14.0905058824878;17.3432027379071;45.7029934051537;1.83650014054758
BGM-1573;7;7;5;5;2;5;4;5;4;1;1;3;1;5;1;3;3;1;1;2;2;3;1;3;7;5;3;1;4;7;2;7;90;9.9;2.88;3.482599256;15.46;1.266666667;26;47.18666667;6.18753892481935;3.83872123578421;3.35192992020631;6.28911121481627;37.5667292052781;12.4388971024948;15.9820940745439;40.936985350478;1.62063483550924
BGM-1580;7;5;5;3;1;5;4;5;4;1;1;3;1;5;3;7;5;1;1;1;1;0;2;2;7;0;3;1;4;3;1;3;0;18.76;4.34;4.327456981;25.22;1.646666667;30.33333333;56.12666667;7.45795759686035;3.72732128915647;3.30246224415695;5.19906007771608;36.266310982318;15.3780708518882;15.2928685549054;50.8959020098833;1.63727292635223
BGM-1586;7;5;5;5;2;3;2;5;4;4;2;5;1;5;3;3;5;1;1;1;2;2;2;2;7;5;3;0;3;3;2;5;90;13.52;3.92;3.451785491;21;2.176666667;25.70833333;60.1425;8.09842915750379;3.99353847035129;3.60936601222433;4.79590166357394;36.7407916305077;14.7492573099218;18.8380270432676;44.1229977122526;1.99562620679939
BGM-1611;5;3;5;3;3;9;3;3;4;2;1;3;0;5;7;3;5;1;2;1;2;2;2;3;7;5;3;0;4;7;2;5;90;17.14;4.14;4.170255799;22.86;2.343333333;24;50.03666667;6.18753892481935;4.03559442651072;3.92773276107075;4.11980832556989;35.5298943730854;11.8922651083837;16.1176275998669;42.9249795592799;1.60870508103529
BGM-1627;7;7;5;3;3;8;3;5;4;3;1;5;1;3;3;7;5;1;1;1;2;2;2;2;7;0;2;0;3;3;2;5;90;14.96;2.5;6.030952381;14.02;2.176666667;21;64.32333333;6.15195311318503;3.75194612162068;2.23087751821996;6.45525588577688;36.6929981282471;22.9088582060158;21.7063437477788;51.6402211746085;2.08710025233951
BGM-1640;7;1;5;3;3;9;3;3;4;1;1;5;1;2;3;3;5;1;2;1;1;1;2;2;7;5;3;0;3;3;3;7;80;18.64;5.24;3.558941799;29.04;1.56;30.66666667;60.82;6.18753892481935;4.10780706223706;3.76937778747924;7.24631281316868;36.0304289136586;28.7175959528371;23.8014303073654;52.6176905262821;2.0763343387022
BGM-1661;5;3;5;3;3;7;2;3;1;1;1;5;1;5;3;7;5;1;1;1;2;2;2;2;3;5;3;1;4;3;3;5;80;11.62;4.26;2.72589372;20.12;2.39;25.12666667;67.28;4.03989549755301;4.45102840084838;3.70712129384368;4.95033301025997;33.3896612685362;18.0284828960811;14.8789391610217;54.9890787648329;1.59678145161777
BGM-1695;9;3;5;3;1;4;1;3;1;1;1;5;1;2;3;7;5;1;2;1;1;0;2;1;3;0;2;0;3;7;1;3;0;20.72;6.74;3.074146325;30;2.316666667;30;55.13111111;7.9220662672167;4.61143686385353;2.96751412338701;5.63590761762138;34.2778425463744;20.9180141233168;19.5276334788887;52.2129439300906;1.992994822789
BGM-1704;5;3;5;3;2;5;4;3;4;2;3;5;0;5;7;7;5;1;1;1;2;1;2;2;7;3;3;1;3;3;1;5;90;11.7;3.12;3.750443657;16.36;2.053333333;21.08333333;53.69583333;7.88066281465522;3.75369257279613;3.32138795263944;5.22547508380219;33.6492154106259;12.5045443606031;19.2227324301246;36.7964567065021;1.98557712391971
BGM-1709;5;7;5;5;3;8;2;7;3;2;3;3;0;5;3;7;5;1;1;1;2;1;2;1;7;0;3;0;3;3;1;5;90;14.24;3.66;3.900666454;20.58;2.706666667;23.625;68.38083333;8.03104465031346;4.75912123886664;3.16517905897773;6.18455409455178;33.1141173355206;18.3445721188379;19.7586491082148;45.1042164946631;2.18531544594161
BGM-1718;5;5;5;3;2;5;2;5;4;2;3;5;1;5;3;7;5;1;2;1;2;2;2;1;7;5;3;0;3;3;1;5;100;14.94;3.58;4.246805754;23.28;2.25;19.91666667;55.63;7.93958529610586;3.78809887695824;3.97268971193668;4.94859598090795;34.247722005518;12.1234849039883;17.123098451405;36.9589562038473;1.94180813019108
BGM-1728;3;7;3;3;1;5;4;3;4;1;1;5;0;2;3;7;5;1;1;1;3;2;2;2;7;5;3;0;4;3;2;7;90;15.04;4.64;3.255515239;21.12;2.77;27;65.25916667;6.42423047035526;4.5086537859337;2.94687482550989;7.94157637159992;35.9038297562352;26.3067170727566;18.5037055875442;57.8169982818045;2.10880060563903
BGM-1752;7;7;5;3;2;5;3;5;4;2;3;7;1;9;3;3;5;1;1;1;2;2;2;2;7;3;3;0;4;3;2;5;90;15.5;1.38;11.4627451;20.5;2.9;25.5;71.05166667;8.07122628212123;4.13997948620724;3.77460171827736;6.53798061065555;34.6446959057713;20.7065602380658;18.4232589919813;52.8066922096434;1.74786443224141
BGM-1764;5;5;5;3;2;3;4;5;4;3;2;5;0;5;3;7;5;1;2;1;3;2;2;2;7;3;3;0;4;3;2;5;100;13.12;3.76;3.487088504;15.16;1.453333333;29.54166667;54.64;4.18620737543625;4.0699568614533;3.32984833103364;5.19521923342423;33.1787517615239;15.8043128666659;18.7417542547361;48.5806017068844;1.79135142918767
BGM-1773;5;1;5;3;2;7;1;3;2;2;3;3;0;5;3;3;5;1;2;1;2;1;2;2;3;3;2;1;3;3;3;5;90;12.2;3.8;3.212798021;20.16;1.993333333;25.33333333;47.75444444;8.02740695783874;4.57060251794957;4.09069416598029;3.73627662688932;36.1162850149251;14.3715306019652;14.886516946643;46.5305685443255;1.38673585476856
BGM-1782;5;2;5;3;3;7;1;3;1;3;1;5;0;9;3;3;5;1;1;1;3;0;2;2;3;5;3;0;4;3;3;5;50;19.78;2.98;6.63912037;28.32;3.556666667;26.54166667;67.60916667;8.03758726361298;3.83172595998013;2.895934367292;5.70215399013466;37.1286300116752;18.1875554732297;16.5281854335925;53.6491136631151;1.77969276647555
BGM-1810;5;7;5;3;3;7;1;5;2;2;1;5;1;2;3;3;5;1;1;1;2;2;1;2;3;5;2;1;4;7;2;5;90;16.46;4.42;3.757895499;17.04;2.07;22.33333333;64.49666667;5.89732281911195;4.03559442651072;3.70199665447926;8.0885079236808;34.8859404141582;30.3474208739254;27.3437537832251;49.0259385193075;2.16604621132833
BGM-1835;5;7;5;3;2;5;4;3;4;4;2;5;1;6;3;3;5;1;1;1;1;0;2;1;7;5;3;0;4;3;1;5;0;15.68;1.64;9.589803921;19.96;1.41;22.1275;57.63416667;3.78143118951054;5.57277468334316;2.85351495237132;6.51243792078428;35.5384633066461;21.3362406627073;17.6634323137941;53.632115994003;1.80653252681447
BGM-1865;5;7;5;3;1;4;1;5;1;1;1;5;1;5;5;7;5;1;1;2;1;0;2;2;3;5;2;0;4;7;1;3;0;15.44;4.6;3.361827122;20.54;2.35665841452208;26.374466558463;58.7035885462208;6.18753892481935;4.03559442651072;2.35454482780826;6.16683379320122;32.4007684415699;21.4675401491844;10.5001853850135;54.4964865151112;1.45734525389363
BGM-1873;9;3;5;9;2;5;4;5;4;3;2;5;1;4;3;7;5;1;1;1;2;0;1;2;7;0;3;0;4;3;2;3;90;14.76;3.84;3.853063777;20.68;1.736666667;23.33333334;56.38444444;5.02620361092431;4.09929210141341;3.38782784355231;6.12310846402017;31.5956805512309;17.904242124872;22.0920060501762;44.4494912365523;2.11448129192168
BGM-2054;7;7;5;3;3;9;3;5;4;1;2;5;0;4;3;7;5;1;1;1;1;0;2;2;7;5;2;0;3;5;1;5;0;24.06;4.16;5.802409;32.5;1.916666667;20.33333333;56.44444445;4.93964034302755;4.30255996866079;2.88862427095281;6.26810067747335;32.7719499985086;22.296187071525;16.3772016773993;51.6912605839339;1.99852784628961
BGM-2059;7;7;5;3;2;5;4;5;4;1;1;5;1;4;3;7;5;1;1;1;3;2;2;2;7;5;2;1;3;5;1;3;90;22.64;3.48;6.514965233;25.46;1.396666667;26.45555556;51.14222222;5.07140808477775;4.92504340130402;3.4449600225507;5.62753163085477;32.2427797422741;18.8131770525227;14.7049896936318;56.3789177297389;1.60848491585629
BGM-2083;7;5;5;3;3;9;3;5;4;1;1;7;1;3;3;3;5;1;2;1;2;1;1;2;7;5;2;0;3;5;1;5;80;19.18;3.98;4.827727527;29.32;2.79;25;61.32666667;7.97042226842126;3.71126544891851;2.83248646128111;4.86257768523678;32.9351718762424;13.9035439798141;14.078793831284;50.2529342456672;1.70886746236634
BGM-2084;7;7;5;5;1;4;2;7;1;1;1;7;1;2;3;7;5;1;2;1;3;3;2;3;3;5;2;1;3;7;2;7;70;15.2;4.82;3.154402186;23.6;1.98;27;72.86;6.18753892481935;4.03559442651072;3.86148883890848;6.36862097758401;32.9342604874724;22.772897085673;16.0467058346008;57.9571686519302;1.96293216950707
BGM-2102;3;5;3;3;3;9;2;3;1;1;1;3;1;5;3;7;5;1;1;1;2;2;1;3;3;0;3;0;4;5;1;3;100;16.84;2.85;5.938366712;21.79;2.093333333;27.59833333;50.07333333;7.06032616100563;3.94573516252793;2.63501725366591;4.74130348902839;33.7858029603667;14.5966532659491;9.54576892327916;58.7852646189319;1.49839781422695
BGM-2110;7;7;5;5;1;5;4;5;3;1;1;5;0;5;5;7;5;1;2;1;2;1;2;2;7;3;3;1;4;3;1;5;100;13.58;4;3.435497076;21.86;2.35665841452208;26.374466558463;58.7035885462208;6.50021926784803;4.03559442651072;4.24234508684665;4.94991357521118;31.7744104978298;15.4593128628469;11.905251659922;61.7465852926713;1.4210529756929
BGM-2138;5;3;5;3;3;7;1;3;1;2;1;5;1;5;3;7;5;1;1;1;3;2;2;2;3;0;3;1;4;3;3;3;80;14.7;3.76;3.909530583;18.68;2.35665841452208;26.374466558463;58.7035885462208;6.18753892481935;4.03559442651072;3.41006219715904;4.92691104398725;36.4859118551876;13.3204596693174;16.1041260998315;45.6616409958812;1.85064121474583
BGM-2140;7;7;5;3;3;6;1;5;3;1;1;3;1;5;3;3;5;1;2;1;2;1;2;2;7;3;3;0;3;3;1;5;100;12.4;3.46;3.597246241;15.4;3.486666667;25.88888889;56.67222222;7.97042226842126;2.78122784337419;3.75732159048624;4.29975040349342;35.3138209846841;9.79311449835923;15.4618494867103;32.4716064545932;1.71770160072702
BGM-2149;3;5;5;5;1;4;1;5;1;3;1;3;1;5;3;7;5;1;1;1;1;0;2;2;3;0;2;0;4;3;3;3;0;16.06;4.74;3.394527637;23.26;1.97;28.33333333;62.40333333;7.80486287045115;4.1017097448199;3.44590072578586;4.63673758375744;34.7191573259031;14.3491840363011;16.3168899648587;45.9854426779687;1.5678120842895
BGM-2157;3;7;3;5;1;3;4;5;4;3;1;3;1;2;3;3;5;1;1;1;2;2;2;2;7;3;3;1;3;3;2;3;90;17.52;5.82;3.01088314;25.74;1.696666667;19.66666667;42.15;4.29904083844094;2.98113078798507;3.53666561011002;4.70668387525112;35.4803640737293;8.61340256486933;15.7309020091077;28.6198483571086;1.75554817869362
BGM-2159;7;5;5;3;3;7;1;5;1;3;1;5;1;2;3;7;5;1;1;1;3;0;2;2;3;0;3;0;4;3;2;3;60;14.62;5.68;2.575597313;21.64;2.446666667;39.33333333;59.20666667;7.56492127144033;4.36473739657983;3.34639526585678;5.64765847299434;35.4884389318037;15.3624850413861;19.3321593924816;40.7545886620464;1.87657820519738
BGM-2161;7;9;5;7;3;9;3;5;4;1;1;5;0;5;3;3;5;1;1;1;3;2;2;2;7;5;3;0;3;3;1;3;60;13.52;3.66;3.702338947;22.62;1.573333333;22.66666667;50.69555556;5.60717268557378;4.1842404686513;3.39178241638262;5.08504135275808;36.1125538926043;13.3723825251062;17.2711455628403;43.2254468434602;1.91841170550778
BGM-2162;9;7;5;7;3;6;2;5;4;1;2;5;0;4;3;3;5;1;1;1;1;0;1;2;7;3;3;1;3;3;1;3;0;17.06;2.88;5.947757936;19.58;2.013333333;23.22222222;55.34444444;4.3334839579488;3.59359891386843;2.74587684829078;4.62004143019286;35.7646769648557;14.3167716820526;16.3207657553585;44.7954532214323;2.05158567614233
BGM-2166;7;7;5;7;2;5;4;5;4;4;1;5;1;2;3;3;5;1;2;1;3;1;2;2;7;5;3;1;3;3;1;5;90;14.88;4.94;3.030470921;29;1.776666667;22.88888889;64.39666667;7.97042226842126;5.19922644143351;3.39178241638262;5.86498424404789;35.3131210515219;21.3086855412245;20.6543918137866;50.3474902116274;2.03923492372085
BGM-2167;9;5;5;5;3;9;4;5;4;3;2;5;0;5;3;3;5;1;1;1;1;0;1;4;7;3;3;1;3;3;1;5;0;14.64;3.74;3.93313139;21.04;1.73;18.22222222;63.14777778;5.00084318350078;4.86663216786646;2.88210655835895;5.97678192711088;32.4386212685285;23.1282569459601;23.8677192643758;48.9338764070472;2.23706634694885
BGM-2171;7;7;5;3;1;4;3;5;4;2;1;5;1;4;3;7;5;1;1;1;3;2;2;2;7;3;1;1;3;7;1;5;90;18.34;2.64;6.993908046;20.78;1.766666667;28.66666667;62.94666667;6.18753892481935;4.03559442651072;3.54408497709153;5.10425116030433;33.6219414946828;15.1116023924217;16.0196913384655;50.4452479091702;1.89634535476097
BGM-2189;7;5;5;5;2;5;4;5;4;3;1;3;0;5;3;7;5;1;2;1;3;1;2;2;7;0;3;0;4;3;2;3;90;18;5.1;3.547155614;24.82;1.776666667;30.66666667;53.63666667;7.87916783307483;3.89128762341196;3.8319352521805;5.59581783313393;34.4566213292456;15.0603770458046;14.8948689092487;49.9918120502317;1.64176815635004
BGM-2206;7;5;5;3;3;8;2;3;4;3;1;1;0;5;3;3;5;1;2;1;2;2;1;2;7;0;3;1;3;3;1;7;130;14.3;5;2.866483846;17.62;1.353333333;17.33333333;44.11333333;7.7501195148716;3.30643790361635;4.00124008053781;6.03636545982231;36.2510667176191;10.8268552170711;14.2861525883842;41.6052285078592;1.68439995743129
BGM-2222;7;5;5;3;3;8;3;5;3;1;1;5;1;5;3;7;5;1;1;1;3;1;2;2;7;0;2;0;4;3;2;7;90;16.36;4.6;3.567231404;27.52;2.35665841452208;26.374466558463;58.7035885462208;6.18753892481935;4.03559442651072;3.41620027860055;5.11868902952942;33.7369879096283;14.7152699223432;15.6489890945613;48.9855685496015;1.69190618285689
BGM-2234;7;2;5;3;3;9;3;3;4;1;1;5;1;5;3;7;5;1;1;1;2;2;2;2;7;5;2;0;3;3;2;5;90;10.64;3.16;3.376233911;12.76;3.506666667;30;72.29;7.97042226842126;6.19453068462787;2.75315484814725;7.30007775526559;36.1765687132401;24.4786870426688;25.5796423732616;47.6287028141974;2.14847901373414
BGM-2236;7;3;5;3;3;7;1;3;1;1;1;3;1;4;3;3;5;1;1;1;1;0;2;2;3;0;3;0;3;3;1;5;0;18.66;3.16;5.903672518;31.5;2.086666667;17.88888889;67.97444444;8.1065782479713;5.02280488177383;3.33547393562781;5.96778931616455;35.7425209783696;16.1751862525685;27.3037028756318;35.6170601762703;2.18783854406396
